Sample in Buffer,Sample in Window,TRIGGER,design_1_i/lepton_if_0_sclk,design_1_i/lepton_if_0_ss,design_1_i/miso_0_1,design_1_i/axi_gpio_0_gpio_io_o,design_1_i/lepton_vospi_0_axis_m_tlast,design_1_i/lepton_vospi_0_axis_m_tuser,design_1_i/lepton_vospi_0_line_out[11:0],design_1_i/lepton_vospi_0_seg_num[3:0],design_1_i/lepton_vospi_0_axis_m_tvalid,design_1_i/lepton_vospi_0_axis_m_tdata[31:0],design_1_i/Net,design_1_i/lepton_vospi_0_line_val,design_1_i/lepton_vospi_0_current_state_wire[3:0],design_1_i/lepton_vospi_0_shift_reg_wire[15:0],design_1_i/lepton_vospi_0_mode[3:0]
132,4,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
133,5,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
134,6,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
135,7,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
136,8,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
137,9,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
138,10,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
139,11,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
140,12,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
141,13,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
142,14,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
143,15,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0111010000101100,1
144,16,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
145,17,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
146,18,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
147,19,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
148,20,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,2,1110100001011000,2
149,21,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
150,22,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
151,23,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
152,24,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
153,25,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
154,26,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
155,27,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
156,28,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
157,29,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
158,30,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
159,31,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
160,32,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
161,33,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
162,34,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
163,35,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
164,36,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
165,37,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
166,38,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
167,39,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
168,40,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
169,41,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
170,42,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
171,43,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
172,44,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
173,45,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
174,46,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
175,47,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
176,48,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
177,49,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
178,50,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
179,51,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
180,52,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
181,53,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
182,54,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
183,55,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
184,56,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
185,57,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
186,58,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
187,59,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
188,60,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
189,61,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
190,62,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
191,63,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
192,64,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
193,65,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
194,66,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
195,67,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
196,68,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
197,69,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
198,70,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
199,71,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
200,72,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
201,73,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
202,74,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
203,75,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
204,76,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
205,77,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
206,78,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
207,79,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
208,80,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000000000000100,1
209,81,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000000000000100,1
210,82,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000000000000100,1
211,83,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000000000000100,1
212,84,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000000000000100,1
213,85,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000001001,1
214,86,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000001001,1
215,87,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000001001,1
216,88,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000001001,1
217,89,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000001001,1
218,90,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000010010,1
219,91,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000010010,1
220,92,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000010010,1
221,93,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000010010,1
222,94,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000010010,1
223,95,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000100100,1
224,96,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000100100,1
225,97,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000100100,1
226,98,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000100100,1
227,99,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000000000100100,1
228,100,1,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,1,1,0000000001001000,1
229,101,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,1,1,0000000001001000,1
230,102,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,1,1,0000000001001000,1
231,103,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,1,1,0000000001001000,1
232,104,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,1,1,0000000001001000,1
233,105,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000010010000,1
234,106,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000010010000,1
235,107,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000010010000,1
236,108,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000010010000,1
237,109,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000010010000,1
238,110,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000100100000,1
239,111,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000100100000,1
240,112,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000100100000,1
241,113,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000100100000,1
242,114,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000000100100000,1
243,115,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000001001000000,1
244,116,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000001001000000,1
245,117,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000001001000000,1
246,118,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000001001000000,1
247,119,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000001001000000,1
248,120,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000010010000000,1
249,121,0,1,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000010010000000,1
250,122,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000010010000000,1
251,123,0,0,0,0,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000010010000000,1
252,124,0,0,0,1,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000010010000000,1
253,125,0,1,0,1,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000100100000001,1
254,126,0,1,0,1,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000100100000001,1
255,127,0,0,0,1,1,0,0,36,0000,0,01110100001010100111010000101100,1,0,1,0000100100000001,1
256,0,0,1,0,0,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,1000111010100110,1
257,1,0,1,0,0,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,1000111010100110,1
258,2,0,0,0,0,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,1000111010100110,1
259,3,0,0,0,0,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,1000111010100110,1
260,4,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,1000111010100110,1
261,5,0,1,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0001110101001101,1
262,6,0,1,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0001110101001101,1
263,7,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0001110101001101,1
264,8,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0001110101001101,1
265,9,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0001110101001101,1
266,10,0,1,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0011101010011011,1
267,11,0,1,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0011101010011011,1
268,12,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0011101010011011,1
269,13,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0011101010011011,1
270,14,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0011101010011011,1
271,15,0,1,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,1,0111010100110111,1
272,16,0,1,0,1,1,1,0,36,0000,1,01110101000001000111010010101010,1,0,2,0111010100110111,2
273,17,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,2,0111010100110111,2
274,18,0,0,0,1,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,2,0111010100110111,2
275,19,0,0,0,0,1,0,0,36,0000,0,01110101000001000111010010101010,1,0,2,0111010100110111,2
276,20,0,1,0,0,1,0,0,36,0000,0,01110101000001000111010100110111,1,0,2,1110101001101110,2
277,21,0,1,0,0,1,0,0,36,0000,0,01110101000001000111010100110111,1,0,1,1110101001101110,1
