Sample in Buffer,Sample in Window,TRIGGER,design_1_i/lepton_if_0_sclk,design_1_i/lepton_if_0_ss,design_1_i/miso_0_1,design_1_i/axi_gpio_0_gpio_io_o,design_1_i/lepton_vospi_0_axis_m_tlast,design_1_i/lepton_vospi_0_axis_m_tuser,design_1_i/lepton_vospi_0_line_out[11:0],design_1_i/lepton_vospi_0_seg_num[3:0],design_1_i/lepton_vospi_0_axis_m_tvalid,design_1_i/lepton_vospi_0_axis_m_tdata[31:0],design_1_i/Net,design_1_i/lepton_vospi_0_line_val,design_1_i/lepton_vospi_0_current_state_wire[3:0],design_1_i/lepton_vospi_0_shift_reg_wire[15:0],design_1_i/lepton_vospi_0_mode[3:0]
75,75,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
76,76,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
77,77,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
78,78,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
79,79,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
80,80,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
81,81,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
82,82,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
83,83,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
84,84,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
85,85,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
86,86,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
87,87,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
88,88,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
89,89,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
90,90,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
91,91,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
92,92,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
93,93,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
94,94,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
95,95,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
96,96,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
97,97,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
98,98,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
99,99,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
100,100,1,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
101,101,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
102,102,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
103,103,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
104,104,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
105,105,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
106,106,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
107,107,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
108,108,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
109,109,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
110,110,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
111,111,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
112,112,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
113,113,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
114,114,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
115,115,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
116,116,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
117,117,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
118,118,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
119,119,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
120,120,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
121,121,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
122,122,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
123,123,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
124,124,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
125,125,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000100011101110,1
126,126,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000100011101110,1
127,127,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000100011101110,1
128,0,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
129,1,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
130,2,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
131,3,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
