Sample in Buffer,Sample in Window,TRIGGER,design_1_i/lepton_if_0_sclk,design_1_i/lepton_if_0_ss,design_1_i/miso_0_1,design_1_i/axi_gpio_0_gpio_io_o,design_1_i/lepton_vospi_0_axis_m_tlast,design_1_i/lepton_vospi_0_axis_m_tuser,design_1_i/lepton_vospi_0_line_out[11:0],design_1_i/lepton_vospi_0_seg_num[3:0],design_1_i/lepton_vospi_0_axis_m_tvalid,design_1_i/lepton_vospi_0_axis_m_tdata[31:0],design_1_i/Net,design_1_i/lepton_vospi_0_line_val,design_1_i/lepton_vospi_0_current_state_wire[3:0],design_1_i/lepton_vospi_0_shift_reg_wire[15:0],design_1_i/lepton_vospi_0_mode[3:0]
377,121,0,1,0,0,1,0,0,1856,0000,0,10110111010000000000011101000000,1,0,1,1110100000001000,1
378,122,0,1,0,0,1,0,0,1856,0000,0,10110111010000000000011101000000,1,0,1,1110100000001000,1
379,123,0,0,0,0,1,0,0,1856,0000,0,10110111010000000000011101000000,1,0,1,1110100000001000,1
380,124,0,0,0,1,1,0,0,1856,0000,0,10110111010000000000011101000000,1,0,1,1110100000001000,1
381,125,0,1,0,1,1,0,0,1856,0000,0,10110111010000000000011101000000,1,0,1,1101000000010001,1
382,126,0,1,0,1,1,0,0,1856,0000,0,10110111010000000000011101000000,1,0,1,1101000000010001,1
383,127,0,1,0,1,1,0,0,1856,0000,0,10110111010000000000011101000000,1,0,1,1101000000010001,1
384,0,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0101111011101010,1
385,1,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0101111011101010,1
386,2,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0101111011101010,1
387,3,0,0,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0101111011101010,1
388,4,0,0,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0101111011101010,1
389,5,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,1011110111010100,1
390,6,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,1011110111010100,1
391,7,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,1011110111010100,1
392,8,0,0,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,1011110111010100,1
393,9,0,0,0,1,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,1011110111010100,1
394,10,0,1,0,1,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0111101110101001,1
395,11,0,1,0,1,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0111101110101001,1
396,12,0,1,0,1,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0111101110101001,1
397,13,0,0,0,1,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0111101110101001,1
398,14,0,0,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,0111101110101001,1
399,15,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,1,1111011101010010,1
400,16,0,1,0,0,1,1,0,1856,0000,1,10010111010100101011011101010011,1,0,2,1111011101010010,2
401,17,0,1,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,2,1111011101010010,2
402,18,0,0,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,2,1111011101010010,2
403,19,0,0,0,0,1,0,0,1856,0000,0,10010111010100101011011101010011,1,0,2,1111011101010010,2
404,20,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,2,1110111010100100,2
405,21,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110111010100100,1
406,22,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110111010100100,1
407,23,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110111010100100,1
408,24,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110111010100100,1
409,25,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101110101001001,1
410,26,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101110101001001,1
411,27,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101110101001001,1
412,28,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101110101001001,1
413,29,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101110101001001,1
414,30,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1011101010010011,1
415,31,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1011101010010011,1
416,32,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1011101010010011,1
417,33,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1011101010010011,1
418,34,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1011101010010011,1
419,35,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111010100100111,1
420,36,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111010100100111,1
421,37,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111010100100111,1
422,38,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111010100100111,1
423,39,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111010100100111,1
424,40,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110101001001110,1
425,41,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110101001001110,1
426,42,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110101001001110,1
427,43,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110101001001110,1
428,44,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1110101001001110,1
429,45,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101010010011101,1
430,46,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101010010011101,1
431,47,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101010010011101,1
432,48,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101010010011101,1
433,49,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1101010010011101,1
434,50,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010100100111011,1
435,51,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010100100111011,1
436,52,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010100100111011,1
437,53,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010100100111011,1
438,54,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010100100111011,1
439,55,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0101001001110111,1
440,56,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0101001001110111,1
441,57,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0101001001110111,1
442,58,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0101001001110111,1
443,59,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0101001001110111,1
444,60,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010010011101110,1
445,61,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010010011101110,1
446,62,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010010011101110,1
447,63,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010010011101110,1
448,64,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1010010011101110,1
449,65,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100100111011101,1
450,66,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100100111011101,1
451,67,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100100111011101,1
452,68,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100100111011101,1
453,69,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100100111011101,1
454,70,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001001110111010,1
455,71,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001001110111010,1
456,72,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001001110111010,1
457,73,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001001110111010,1
458,74,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001001110111010,1
459,75,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0010011101110101,1
460,76,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0010011101110101,1
461,77,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0010011101110101,1
462,78,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0010011101110101,1
463,79,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0010011101110101,1
464,80,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100111011101010,1
465,81,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100111011101010,1
466,82,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100111011101010,1
467,83,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100111011101010,1
468,84,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0100111011101010,1
469,85,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001110111010100,1
470,86,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001110111010100,1
471,87,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001110111010100,1
472,88,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001110111010100,1
473,89,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,1001110111010100,1
474,90,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0011101110101001,1
475,91,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0011101110101001,1
476,92,0,1,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0011101110101001,1
477,93,0,0,0,1,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0011101110101001,1
478,94,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0011101110101001,1
479,95,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111011101010010,1
480,96,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111011101010010,1
481,97,0,1,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111011101010010,1
482,98,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111011101010010,1
483,99,0,0,0,0,1,0,0,1856,0000,0,10010111010100101111011101010010,1,0,1,0111011101010010,1
484,100,1,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,1,1,1110111010100100,1
485,101,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,1,1,1110111010100100,1
486,102,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,1,1,1110111010100100,1
487,103,0,0,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,1,1,1110111010100100,1
488,104,0,0,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,1,1,1110111010100100,1
489,105,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101110101001000,1
490,106,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101110101001000,1
491,107,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101110101001000,1
492,108,0,0,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101110101001000,1
493,109,0,0,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101110101001000,1
494,110,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1011101010010000,1
495,111,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1011101010010000,1
496,112,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1011101010010000,1
497,113,0,0,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1011101010010000,1
498,114,0,0,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1011101010010000,1
499,115,0,1,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,0111010100100001,1
500,116,0,1,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,0111010100100001,1
501,117,0,1,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,0111010100100001,1
502,118,0,0,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,0111010100100001,1
503,119,0,0,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,0111010100100001,1
504,120,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1110101001000010,1
505,121,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1110101001000010,1
506,122,0,1,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1110101001000010,1
507,123,0,0,0,0,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1110101001000010,1
508,124,0,0,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1110101001000010,1
509,125,0,1,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101010010000101,1
510,126,0,1,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101010010000101,1
511,127,0,1,0,1,1,0,0,1874,0000,0,10010111010100101111011101010010,1,0,1,1101010010000101,1
512,0,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000011101000,1
513,1,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000011101000,1
514,2,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000011101000,1
515,3,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000011101000,1
516,4,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000011101000,1
517,5,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000111010000,1
518,6,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000111010000,1
519,7,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000111010000,1
520,8,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000111010000,1
521,9,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000000111010000,1
522,10,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000001110100000,1
523,11,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000001110100000,1
524,12,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000001110100000,1
525,13,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000001110100000,1
526,14,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000001110100000,1
527,15,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,1,0000011101000000,1
528,16,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,2,0000011101000000,2
529,17,0,1,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,2,0000011101000000,2
530,18,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,2,0000011101000000,2
531,19,0,0,0,0,1,0,0,1874,0000,0,11010111010000000110011101000000,1,0,2,0000011101000000,2
532,20,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,2,0000111010000000,2
533,21,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000111010000000,1
534,22,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000111010000000,1
535,23,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000111010000000,1
536,24,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000111010000000,1
537,25,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001110100000000,1
538,26,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001110100000000,1
539,27,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001110100000000,1
540,28,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001110100000000,1
541,29,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001110100000000,1
542,30,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0011101000000001,1
543,31,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0011101000000001,1
544,32,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0011101000000001,1
545,33,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0011101000000001,1
546,34,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0011101000000001,1
547,35,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0111010000000010,1
548,36,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0111010000000010,1
549,37,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0111010000000010,1
550,38,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0111010000000010,1
551,39,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0111010000000010,1
552,40,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1110100000000100,1
553,41,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1110100000000100,1
554,42,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1110100000000100,1
555,43,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1110100000000100,1
556,44,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1110100000000100,1
557,45,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1101000000001001,1
558,46,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1101000000001001,1
559,47,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1101000000001001,1
560,48,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1101000000001001,1
561,49,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1101000000001001,1
562,50,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1010000000010011,1
563,51,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1010000000010011,1
564,52,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1010000000010011,1
565,53,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1010000000010011,1
566,54,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1010000000010011,1
567,55,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0100000000100111,1
568,56,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0100000000100111,1
569,57,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0100000000100111,1
570,58,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0100000000100111,1
571,59,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0100000000100111,1
572,60,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1000000001001110,1
573,61,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1000000001001110,1
574,62,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1000000001001110,1
575,63,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1000000001001110,1
576,64,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,1000000001001110,1
577,65,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000010011101,1
578,66,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000010011101,1
579,67,0,1,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000010011101,1
580,68,0,0,0,1,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000010011101,1
581,69,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000010011101,1
582,70,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000100111010,1
583,71,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000100111010,1
584,72,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000100111010,1
585,73,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000100111010,1
586,74,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000000100111010,1
587,75,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000001001110100,1
588,76,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000001001110100,1
589,77,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000001001110100,1
590,78,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000001001110100,1
591,79,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000001001110100,1
592,80,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000010011101000,1
593,81,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000010011101000,1
594,82,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000010011101000,1
595,83,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000010011101000,1
596,84,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000010011101000,1
597,85,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000100111010000,1
598,86,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000100111010000,1
599,87,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000100111010000,1
600,88,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000100111010000,1
601,89,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0000100111010000,1
602,90,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001001110100000,1
603,91,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001001110100000,1
604,92,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001001110100000,1
605,93,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001001110100000,1
606,94,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0001001110100000,1
607,95,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0010011101000000,1
608,96,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0010011101000000,1
609,97,0,1,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0010011101000000,1
610,98,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0010011101000000,1
611,99,0,0,0,0,1,0,0,1874,0000,0,11010111010000000000011101000000,1,0,1,0010011101000000,1
612,100,1,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,1,1,0100111010000000,1
613,101,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,1,1,0100111010000000,1
614,102,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,1,1,0100111010000000,1
615,103,0,0,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,1,1,0100111010000000,1
616,104,0,0,0,1,1,0,0,1856,0000,0,11010111010000000000011101000000,1,1,1,0100111010000000,1
617,105,0,1,0,1,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,1001110100000001,1
618,106,0,1,0,1,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,1001110100000001,1
619,107,0,1,0,1,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,1001110100000001,1
620,108,0,0,0,1,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,1001110100000001,1
621,109,0,0,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,1001110100000001,1
622,110,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0011101000000010,1
623,111,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0011101000000010,1
624,112,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0011101000000010,1
625,113,0,0,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0011101000000010,1
626,114,0,0,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0011101000000010,1
627,115,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0111010000000100,1
628,116,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0111010000000100,1
629,117,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0111010000000100,1
630,118,0,0,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0111010000000100,1
631,119,0,0,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,0111010000000100,1
632,120,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,1110100000001000,1
633,121,0,1,0,0,1,0,0,1856,0000,0,11010111010000000000011101000000,1,0,1,1110100000001000,1
